,식당명,별점,구,주소,음식종류,가격대,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수,평점,위도,경도,인접역,인접역까지의거리
124,리밀커피&밀리,4.4,마포구, 서울특별시 마포구 동교로22길 21,카페/디저트, 만원 미만,2022-04-22,맛있다,7.0,7.0,0.0,0.0,4.4,37.5543439,126.9180959,홍대입구,0.5562011023938037
125,지알로파스타바,4.4,마포구, 서울특별시 마포구 독막로31길 18 1F,양식, 4만원 이상,2022-06-01,괜찮다,5.0,4.0,1.0,0.0,3.5200000000000005,37.5478423,126.9395782,공덕,1.1155105279423363
126,홍콩대패당,4.4,마포구, 서울특별시 마포구 양화로23길 10-8 2F,중식, 만원-2만원,2022-08-07,맛있다,5.0,5.0,0.0,0.0,4.4,37.5597576,126.9256008,홍대입구,0.3784336990411322
127,문데이,4.4,마포구, 서울특별시 마포구 토정로 27-1 1F,양식, 만원-2만원,2022-07-17,맛있다,6.0,6.0,0.0,0.0,4.4,37.5456852,126.9134603,홍대입구,1.5210907687706336
128,쿠시파파,4.4,마포구, 서울특별시 마포구 동교로 256-4 B1,주점, 2만원-3만원,2022-07-27,맛있다,5.0,5.0,0.0,0.0,4.4,37.5588726,126.9234285,홍대입구,0.23907672002382455
129,망원떡갈비,4.4,마포구, 서울특별시 마포구 포은로8길 25,한식, 만원 미만,5 일 전,맛있다,5.0,5.0,0.0,0.0,4.4,37.55655,126.9060537,홍대입구,1.5505283840363322
130,우마담,4.3,마포구, 서울특별시 마포구 독막로3길 30 2F,한식, 4만원 이상,2022-07-28,맛있다,30.0,25.0,5.0,0.0,3.583333333333333,37.54961285,126.91732795921851,홍대입구,0.9674523949434646
131,평안도상원냉면,4.3,마포구, 서울특별시 마포구 양화로 156 B1,한식, 만원 미만,2022-07-23,맛있다,30.0,26.0,4.0,0.0,3.7266666666666666,37.556081649999996,126.92343005000001,홍대입구,0.07438663974387477
132,램랜드,4.3,마포구, 서울특별시 마포구 토정로 255,한식, 2만원-3만원,2021-11-11,맛있다,34.0,28.0,6.0,0.0,3.541176470588235,37.5456852,126.9134603,홍대입구,1.5210907687706336
133,파스텔커피웍스,4.3,마포구, 서울특별시 마포구 독막로2길 38,카페/디저트, 만원 미만,2022-08-10,맛있다,15.0,13.0,2.0,0.0,3.7266666666666666,37.5481171,126.9146569,홍대입구,1.2427475434124933
134,리플레토레,4.3,마포구, 서울특별시 마포구 월드컵로11길 27 1F,양식, 만원-2만원,2022-07-28,맛있다,12.0,10.0,2.0,0.0,3.583333333333333,37.5541829,126.9083954,홍대입구,1.373500661797053
135,아키야라멘,4.3,마포구, 서울특별시 마포구 토정로 39-3,일식, 만원 미만,2022-06-28,괜찮다,20.0,18.0,2.0,0.0,3.87,37.5456852,126.9134603,홍대입구,1.5210907687706336
136,코코부코,4.3,마포구, 서울특별시 마포구 희우정로 72,카페/디저트, 만원-2만원,2022-03-17,맛있다,39.0,34.0,5.0,0.0,3.748717948717948,37.5540055,126.9010989,홍대입구,2.0101466051433885
137,브레드럼,4.3,마포구, 서울특별시 마포구 연희로1길 19,카페/디저트, 만원 미만,2022-04-09,맛있다,19.0,17.0,2.0,0.0,3.8473684210526313,37.5612923,126.9263655,홍대입구,0.5613254724872505
138,옥정,4.3,마포구, 서울특별시 마포구 신수로 106,한식, 만원 미만,2022-02-13,맛있다,20.0,19.0,1.0,0.0,4.085,37.54350785,126.93499301110201,공덕,1.5599863182474958
139,라오,4.3,마포구, 서울특별시 마포구 동교로 125 1F,다국적음식, 만원-2만원,2022-06-19,맛있다,17.0,14.0,3.0,0.0,3.541176470588235,37.5588726,126.9234285,홍대입구,0.23907672002382455
140,고미태,4.3,마포구, 서울특별시 마포구 월드컵로 41 1F,한식, 만원 미만,2022-08-06,맛있다,18.0,15.0,3.0,0.0,3.583333333333333,37.5554052,126.9107114,홍대입구,1.1493010926294724
141,포포브레드,4.3,마포구, 서울특별시 마포구 동교로18길 13,카페/디저트, 만원 미만,2022-07-27,맛있다,14.0,13.0,1.0,0.0,3.992857142857143,37.5538168,126.9177948,홍대입구,0.6087240034411413
142,후엘고,4.3,마포구, 서울특별시 마포구 마포대로11길 118,카페/디저트, 만원 미만,2022-02-01,맛있다,22.0,21.0,1.0,0.0,4.104545454545455,37.54915,126.9510416,공덕,0.27242952264153175
143,잔상,4.3,마포구, 서울특별시 마포구 동교로38길 33-10,주점, 2만원-3만원,2022-02-13,맛있다,7.0,7.0,0.0,0.0,4.3,37.561733,126.9254562,홍대입구,0.5789254592985061
144,홍어한마리,4.3,마포구, 서울특별시 마포구 동교로 94,기타, 2만원-3만원,2022-02-19,맛있다,10.0,10.0,0.0,0.0,4.3,37.5588726,126.9234285,홍대입구,0.23907672002382455
145,1989버거스탠드,4.3,마포구, 서울특별시 마포구 연희로1길 36,양식, 만원 미만,2022-06-21,맛있다,6.0,6.0,0.0,0.0,4.3,37.5612923,126.9263655,홍대입구,0.5613254724872505
146,진진가연,4.3,마포구, 서울특별시 마포구 월드컵북로1길 60,중식, 2만원-3만원,2021-11-17,맛있다,15.0,13.0,2.0,0.0,3.7266666666666666,37.5538493,126.9187503,홍대입구,0.5371064154417438
147,커츠,4.3,마포구, 서울특별시 마포구 독막로28길 58 좌측,일식, 만원-2만원,2022-06-25,맛있다,5.0,5.0,0.0,0.0,4.3,37.5455682,126.9369967,공덕,1.3456683710656658
148,옥자,4.3,마포구, 서울특별시 마포구 성미산로29길 40-15,다국적음식, 만원-2만원,2022-07-31,괜찮다,8.0,7.0,1.0,0.0,3.7625,37.5653167,126.9220628,홍대입구,0.9649789329639882
149,고도식,4.3,마포구, 서울특별시 마포구 마포대로1길 16,한식, 만원-2만원,2022-04-29,맛있다,5.0,5.0,0.0,0.0,4.3,37.5390898,126.9438503,공덕,1.1343018883577605
150,쿠루미,4.3,마포구, 서울특별시 마포구 연희로1길 46,주점, 2만원-3만원,2022-02-19,맛있다,12.0,11.0,1.0,0.0,3.9416666666666655,37.5612923,126.9263655,홍대입구,0.5613254724872505
151,영광보쌈,4.3,마포구, 서울특별시 마포구 만리재로1길 14,한식, 2만원-3만원,2022-06-27,맛있다,12.0,10.0,2.0,0.0,3.583333333333333,37.5455486,126.9530064,공덕,0.16430129920794917
152,웨스트빌피자,4.3,마포구, 서울특별시 마포구 포은로 37-1,양식, 만원-2만원,4 일 전,맛있다,13.0,12.0,1.0,0.0,3.969230769230769,37.5562777,126.9047718,홍대입구,1.6641603633571267
153,돈카츠준,4.3,마포구, 서울특별시 마포구 백범로 205 펜트라우스 101동 B226호,일식, 만원-2만원,2022-05-06,맛있다,8.0,8.0,0.0,0.0,4.3,37.54319045,126.95346559552392,공덕,0.42472074287659983
154,하롱반미,4.3,마포구, 서울특별시 마포구 토정로3길 9,다국적음식, 만원 미만,2022-08-04,맛있다,7.0,7.0,0.0,0.0,4.3,37.5461223,126.9141797,홍대입구,1.4446023575621807
155,상수냉장고,4.3,마포구, 서울특별시 마포구 와우산로 23 규민빌딩 1F,한식, 만원-2만원,2022-06-27,맛있다,12.0,11.0,1.0,0.0,3.9416666666666655,37.549220500000004,126.92227005000001,홍대입구,0.8436433529239761
156,상암회관,4.3,마포구, 서울특별시 마포구 월드컵북로54길 17,한식, 만원 미만,2022-08-07,맛있다,7.0,7.0,0.0,0.0,4.3,37.5813028,126.889349,디지털미디어시티,0.9706678799188219
157,조이버거,4.3,마포구, 서울특별시 마포구 신촌로12길 32 1F,양식, 만원-2만원,1 일 전,맛있다,5.0,5.0,0.0,0.0,4.3,37.5556978,126.9326819,홍대입구,0.8050913359215736
158,산청엔흑돼지,4.3,마포구, 서울특별시 마포구 포은로 110,한식, 만원-2만원,2022-05-28,맛있다,6.0,5.0,1.0,0.0,3.583333333333333,37.5562777,126.9047718,홍대입구,1.6641603633571267
159,빠네돌체,4.3,마포구, 서울특별시 마포구 마포대로4다길 31,양식, 만원-2만원,2022-03-25,맛있다,6.0,6.0,0.0,0.0,4.3,37.5355525,126.9440389,공덕,1.4483718681610407
160,프로그,4.3,마포구, 서울특별시 마포구 포은로 61,주점, 2만원-3만원,2022-01-12,맛있다,5.0,5.0,0.0,0.0,4.3,37.5562777,126.9047718,홍대입구,1.6641603633571267
161,호시쿠즈,4.3,마포구, 서울특별시 마포구 독막로 311 재화스퀘어 B1 104호,주점, 2만원-3만원,2022-08-01,맛있다,5.0,5.0,0.0,0.0,4.3,37.5486323,126.9176676,홍대입구,1.0430616034013154
162,세잔,4.2,마포구, 서울특별시 마포구 포은로 75,카페/디저트, 만원 미만,2022-06-23,맛있다,18.0,16.0,2.0,0.0,3.733333333333333,37.5562777,126.9047718,홍대입구,1.6641603633571267
163,과자산책,4.2,마포구, 서울특별시 마포구 포은로 78 2F,카페/디저트, 만원 미만,2022-01-10,맛있다,20.0,17.0,3.0,0.0,3.5700000000000003,37.5562777,126.9047718,홍대입구,1.6641603633571267
164,이코이,4.4,도봉구, 서울특별시 도봉구 도봉로112길 20,일식, 만원-2만원,2022-05-29,맛있다,37.0,32.0,4.0,1.0,3.5675675675675675,37.6470469,127.0383223,창동,1.0995711522742584
165,패멩베이커리,4.3,도봉구, 서울특별시 도봉구 도봉로116길 4,카페/디저트, 만원 미만,2022-04-18,맛있다,7.0,7.0,0.0,0.0,4.3,37.6481454,127.0360859,창동,1.1980944380965397
166,스마일닭강정,4.3,도봉구, 서울특별시 도봉구 도봉로110아길 7 1F,한식, 만원 미만,2022-03-19,맛있다,7.0,7.0,0.0,0.0,4.3,37.6441678,127.0371506,창동,1.3918073668937114
167,코노하카레,4.2,도봉구, 서울특별시 도봉구 우이천로20길 7 103동상가 1F,일식, 만원-2만원,2022-02-07,맛있다,38.0,32.0,6.0,0.0,3.5368421052631582,37.6409998,127.0342965,창동,1.8209774453039609
168,버거브라더,4.2,도봉구, 서울특별시 도봉구 마들로 657 1F,양식, 만원 미만,2022-06-30,맛있다,8.0,7.0,1.0,0.0,3.675,37.6577639,127.0521469,창동,0.620659520923145
169,홍방원,4.1,도봉구, 서울특별시 도봉구 도봉로169나길 47,중식, 만원 미만,2022-07-07,맛있다,8.0,7.0,1.0,0.0,3.5874999999999995,37.6688245,127.0394255,창동,1.8997222774715854
170,쌍문동커피,4.0,도봉구, 서울특별시 도봉구 도봉로116길 5,카페/디저트, 만원 미만,2021-11-19,맛있다,17.0,16.0,1.0,0.0,3.764705882352941,37.6481454,127.0360859,창동,1.1980944380965397
171,묵은지사랑,4.4,도봉구, 서울특별시 도봉구 도봉로164길 38,한식, 만원-2만원,2020-07-03,맛있다,8.0,8.0,0.0,0.0,4.4,37.6757422,127.046151,도봉산,1.4938069488087533
172,곳간,4.6,도봉구, 서울특별시 도봉구 도봉로154길 35 1F,일식, 만원 미만,2021-03-02,맛있다,3.0,3.0,0.0,0.0,4.6,37.6712255,127.0452254,도봉산,1.9976282223721995
173,마이요거트서울,4.7,도봉구, 서울특별시 도봉구 도봉로114길 60-5,카페/디저트, 만원 미만,2021-07-13,맛있다,1.0,1.0,0.0,0.0,4.7,37.6476665,127.0383173,창동,1.058536649606475
174,스시하쿠야,4.3,노원구, 서울특별시 노원구 노원로 470 2F,일식, 4만원 이상,2022-08-05,맛있다,8.0,8.0,0.0,0.0,4.3,37.6573,127.06643,노원,0.4219860092435568
175,노원목고기집,4.3,노원구, 서울특별시 노원구 상계로 96,한식, 만원-2만원,2022-01-24,맛있다,32.0,31.0,1.0,0.0,4.165625,37.65809,127.06864,노원,0.6353485577900858
176,경성초밥,4.3,노원구, 서울특별시 노원구 공릉로 119-5,일식, 만원-2만원,2022-07-08,맛있다,19.0,17.0,2.0,0.0,3.8473684210526313,37.64522,127.06673,노원,1.2552976566160203
177,당혹,4.3,노원구, 서울특별시 노원구 동일로217가길 17 104호,카페/디저트, 만원 미만,2022-04-14,맛있다,11.0,10.0,1.0,0.0,3.909090909090909,37.6534275,127.0591452,노원,0.36928924717451117
178,땅코참숯구이,4.2,노원구, 서울특별시 노원구 노해로85길 15-5,한식, 만원-2만원,2022-07-17,맛있다,17.0,15.0,2.0,0.0,3.7058823529411766,37.6559172,127.0651444,노원,0.277648062501899
179,이너모스트,3.9,노원구, 서울특별시 노원구 동일로183길 12-14,카페/디저트, 만원 미만,2022-01-03,맛있다,18.0,17.0,1.0,0.0,3.683333333333333,37.6239609,127.0727706,태릉입구,0.27347440168767156
180,우리콩순두부,4.3,강북구, 서울특별시 강북구 삼양로173길 46,한식,0,2022-06-18,맛있다,4.0,4.0,0.0,0.0,4.3,37.6623466,127.009961,창동,3.509690051636515
181,엘림들깨수제비칼국수,4.2,강북구, 서울특별시 강북구 삼각산로 67,한식, 만원 미만,2022-06-11,맛있다,64.0,57.0,6.0,1.0,3.609375,37.6408474,127.017533,창동,3.021827570222486
182,다정도병인양,4.2,강북구, 서울특별시 강북구 4.19로 41-1 2F,카페/디저트, 만원 미만,2022-06-29,맛있다,7.0,7.0,0.0,0.0,4.2,37.6477979,127.012414,창동,3.1995661707090908
183,장수마늘보쌈,4.2,강북구, 서울특별시 강북구 덕릉로 192,한식, 만원-2만원,2022-06-11,맛있다,22.0,20.0,2.0,0.0,3.8181818181818175,37.6346823,127.0235333,창동,2.986158204302731
184,토방청국장,4.5,강북구, 서울특별시 강북구 삼각산로 63,한식, 만원 미만,2021-11-28,맛있다,5.0,4.0,1.0,0.0,3.6,37.6408474,127.017533,창동,3.021827570222486
185,소야일식,4.3,은평구, 서울특별시 은평구 불광로14길 4 더클래스 1F,일식, 4만원 이상,2022-02-17,괜찮다,7.0,6.0,1.0,0.0,3.6857142857142855,37.6207633,126.9332937,불광,1.1171979131960128
186,넙딱집,4.3,은평구, 서울특별시 은평구 진흥로 124 1F,한식, 만원-2만원,2022-05-08,맛있다,7.0,7.0,0.0,0.0,4.3,37.608413,126.9291524,불광,1.3761640535599762
187,필구커피,4.3,은평구, 서울특별시 은평구 불광천길 442-29 1F,카페/디저트, 만원 미만,2022-04-10,맛있다,8.0,8.0,0.0,0.0,4.3,37.5932231,126.9156462,디지털미디어시티,2.1987344719824002
188,중국음식점 / 中国小吃,4.3,은평구, 서울특별시 은평구 통일로80길 10 B1,중식, 만원-2만원,2022-04-25,맛있다,7.0,6.0,1.0,0.0,3.6857142857142855,37.6205229,126.9228971,불광,0.2571508229911636
189,참새식당 스즈메,4.2,은평구, 서울특별시 은평구 연서로29길 22-44 1F 102호,주점, 만원-2만원,2022-08-07,맛있다,14.0,14.0,0.0,0.0,4.2,37.6203064,126.917492,불광,0.33377997670748
190,YM에스프레소룸,4.2,은평구, 서울특별시 은평구 진관3로 43-9 래미안아파트상가 909동 101-102호,카페/디저트, 만원 미만,6 일 전,맛있다,12.0,10.0,2.0,0.0,3.5,37.64067015,126.92039559499023,연신내,1.8348101572606987
191,금원함흥냉면,4.2,은평구, 서울특별시 은평구 역말로 53 1F,한식, 만원 미만,2022-06-30,맛있다,7.0,7.0,0.0,0.0,4.2,37.60581,126.91449,불광,1.557826552870794
192,티그레서울,4.2,은평구, 서울특별시 은평구 연서로29길 34 1F,카페/디저트, 만원 미만,2022-08-07,맛있다,4.0,4.0,0.0,0.0,4.2,37.6203064,126.917492,불광,0.33377997670748
193,flot,4.0,은평구, 서울특별시 은평구 서오릉로 20-1,카페/디저트, 만원 미만,2022-05-27,맛있다,9.0,8.0,1.0,0.0,3.555555555555556,37.6111742,126.9162274,불광,0.9488014309175663
194,포옹싸,4.0,은평구, 서울특별시 은평구 통일로 1022 신한헤스티아 2차 115호,다국적음식, 만원 미만,2022-08-06,맛있다,13.0,12.0,1.0,0.0,3.692307692307693,37.63378145,126.91776568737242,연신내,1.0386529614412177
195,만가타,4.8,종로구, 서울특별시 종로구 삼청로2길 40-5,다국적음식, 4만원 이상,2022-07-31,맛있다,50.0,41.0,7.0,2.0,3.552,37.580148699999995,126.98098062519124,서울역,1.3854202078450248
196,호반,4.8,종로구, 서울특별시 종로구 삼일대로26길 20,한식, 2만원-3만원,2022-07-23,맛있다,72.0,67.0,3.0,2.0,4.199999999999999,0.0,0.0,김포공항,13159.99640958085
197,부촌육회,4.7,종로구, 서울특별시 종로구 종로 200-12,한식, 만원-2만원,3 일 전,맛있다,186.0,160.0,21.0,5.0,3.790322580645161,37.5703298,126.9999227,을지로4가,0.45532375381971363
198,오레노라멘,4.7,종로구, 서울특별시 종로구 율곡로 49-4 1F,일식, 만원 미만,6 일 전,맛있다,91.0,78.0,10.0,3.0,3.718681318681319,37.5765557,126.984592,종로3가,0.8901766583034342
199,BAR CHAM,4.7,종로구, 서울특별시 종로구 자하문로7길 34,주점, 2만원-3만원,2022-08-03,맛있다,36.0,35.0,1.0,0.0,4.569444444444445,37.5793043,126.9699922,서울역,1.446744265965097
200,일월카츠,4.7,종로구, 서울특별시 종로구 계동길 17 1F,일식, 만원-2만원,2022-07-25,맛있다,14.0,14.0,0.0,0.0,4.7,37.5773687,126.9867499,종로3가,0.8637808441049601
201,파네트크루아상팩토리,4.6,종로구, 서울특별시 종로구 사직로8길 24 경희궁의아침 1F,카페/디저트, 만원 미만,2022-07-02,맛있다,119.0,106.0,12.0,1.0,4.020168067226891,37.5739152,126.97104134735103,서울역,0.9024416219502621
202,폴앤폴리나,4.6,종로구, 서울특별시 종로구 사직로8길 42 1F,카페/디저트, 만원 미만,1 일 전,맛있다,162.0,149.0,12.0,1.0,4.174074074074074,37.57379085,126.9731093808604,서울역,0.7794264421727493
203,물랑,4.6,종로구, 서울특별시 종로구 자하문로16길 8 1F,다국적음식, 4만원 이상,2022-05-26,맛있다,31.0,26.0,5.0,0.0,3.858064516129032,37.581536,126.971517,서울역,1.6162735977291538
204,갈로팡,4.6,종로구, 서울특별시 종로구 북촌로4길 16 2F,다국적음식, 4만원 이상,2022-02-26,맛있다,11.0,10.0,1.0,0.0,4.181818181818182,37.5792893,126.9861472,종로3가,1.080155065068183
205,수도원,4.6,종로구, 서울특별시 종로구 동숭3길 16 B1,주점, 만원-2만원,2022-08-05,맛있다,57.0,46.0,11.0,0.0,3.712280701754386,37.5817288,127.0046884,성신여대입구,1.196139009469534
206,우육면관,4.6,종로구, 서울특별시 종로구 종로7길 29-14,중식, 만원 미만,2022-07-25,맛있다,28.0,23.0,5.0,0.0,3.778571428571429,37.5709151,126.9818387,서울역,0.477766858397283
207,혜화도담,4.6,종로구, 서울특별시 종로구 대명1길 16-6,한식, 만원 미만,6 일 전,맛있다,30.0,27.0,2.0,1.0,3.833333333333333,37.5829055,127.000727,성신여대입구,1.2844785245647918
208,부빙,4.5,종로구, 서울특별시 종로구 창의문로 136,카페/디저트, 만원 미만,2022-07-20,맛있다,84.0,72.0,9.0,3.0,3.5357142857142856,37.5902928,126.9706226,서울역,2.569765390886586
209,김진목삼,4.5,종로구, 서울특별시 종로구 자하문로1길 51,한식, 만원-2만원,2022-08-07,맛있다,102.0,88.0,10.0,4.0,3.5294117647058822,37.5764046,126.9697178,서울역,1.18973568299692
210,논데,4.5,종로구, 서울특별시 종로구 종로18길 37 하이뷰디아트 2F,일식, 3만원-4만원,2022-07-26,맛있다,15.0,14.0,1.0,0.0,4.2,37.5692486,126.991331,종로3가,0.1280531192780258
211,아키비스트,4.5,종로구, 서울특별시 종로구 효자로13길 52 1F,카페/디저트, 만원 미만,2022-08-02,맛있다,47.0,40.0,7.0,0.0,3.8297872340425534,37.5827277,126.9724626,서울역,1.7156733745246624
212,모던샤브하우스,4.5,종로구, 서울특별시 종로구 종로3길 17 D타워 리플레이스 광화문 5F,한식, 4만원 이상,2022-08-02,맛있다,23.0,22.0,1.0,0.0,4.304347826086956,37.57111615,126.9789131710913,서울역,0.36507112343081094
213,독도16도,4.4,종로구, 서울특별시 종로구 자하문로33길 10 1F,주점, 만원-2만원,2022-08-09,괜찮다,15.0,14.0,1.0,0.0,4.106666666666667,37.586599,126.9687841,서울역,2.2281293212135593
214,도취,4.4,종로구, 서울특별시 종로구 옥인길 23-6 누상빌라 B1,한식, 2만원-3만원,2022-06-28,맛있다,51.0,45.0,5.0,1.0,3.709803921568628,37.5806981,126.9677905,서울역,1.6790100445613907
215,차차 티클럽,4.4,종로구, 서울특별시 종로구 종로46가길 13,카페/디저트, 만원 미만,2022-05-30,맛있다,19.0,17.0,2.0,0.0,3.936842105263159,37.5708165,127.0116602,동묘앞,0.5180408061244053
216,누룩나무,4.4,종로구, 서울특별시 종로구 인사동16길 13,주점, 만원-2만원,2022-07-25,맛있다,27.0,24.0,3.0,0.0,3.911111111111112,37.5755134,126.9841687,종로3가,0.8306640592799098
217,학술적연구소,4.4,종로구, 서울특별시 종로구 보문로1길 7-4 1F,주점, 만원-2만원,2022-02-27,맛있다,30.0,28.0,2.0,0.0,4.106666666666667,37.5759868,127.0221399,동묘앞,0.5698564321216021
218,부촌육회,4.4,종로구, 서울특별시 종로구 종로 200-4 1F,한식, 만원-2만원,2022-06-30,맛있다,30.0,26.0,4.0,0.0,3.8133333333333335,37.5701536,126.9875693,종로3가,0.3037905631002776
219,덕후선생,4.4,종로구, 서울특별시 종로구 종로3길 17 D타워 리플레이스광화문 4F,중식, 만원-2만원,4 일 전,맛있다,18.0,15.0,3.0,0.0,3.6666666666666665,37.57111615,126.9789131710913,서울역,0.36507112343081094
220,비텔로소띠,4.4,종로구, 서울특별시 종로구 자하문로 38,양식, 만원 미만,2022-04-21,맛있다,14.0,13.0,1.0,0.0,4.085714285714286,37.5775184,126.9719963,서울역,1.188875067652318
221,커피원,4.4,종로구, 서울특별시 종로구 새문안로3길 12 신문로빌딩,카페/디저트, 만원 미만,2022-07-20,맛있다,10.0,9.0,1.0,0.0,3.96,37.571264,126.97289637508528,서울역,0.5798184987872497
222,밀림,4.4,종로구, 서울특별시 종로구 창신6나길 17-6,다국적음식, 만원-2만원,2022-07-28,맛있다,5.0,5.0,0.0,0.0,4.4,37.5760894,127.0118656,동묘앞,0.5246060549133295
223,안주마을,4.3,종로구, 서울특별시 종로구 자하문로1길 5,주점, 만원-2만원,2022-06-28,맛있다,51.0,44.0,6.0,1.0,3.541176470588235,37.5764046,126.9697178,서울역,1.18973568299692
224,오무사,4.3,종로구, 서울특별시 종로구 필운대로9길 1,주점, 만원-2만원,2021-10-07,맛있다,22.0,19.0,3.0,0.0,3.713636363636364,37.5822657,126.965875,서울역,1.917123770873756
225,뽐,4.3,종로구, 서울특별시 종로구 자하문로9길 15 서촌애벌레 건물 1F,주점, 만원-2만원,2022-08-07,맛있다,21.0,18.0,3.0,0.0,3.6857142857142855,37.5794335,126.9700717,서울역,1.4559740176049303
226,33마켓,4.3,종로구, 서울특별시 종로구 효자로 33 보안여관 신관 1F,카페/디저트, 만원 미만,2022-06-03,맛있다,24.0,22.0,2.0,0.0,3.9416666666666655,37.5836144,126.9733994,서울역,1.7902139721691441
227,라뜰리에 꼼때,4.3,종로구, 서울특별시 종로구 성균관로17길 53,다국적음식, 4만원 이상,2021-12-31,괜찮다,6.0,5.0,1.0,0.0,3.583333333333333,37.5912199,126.997458,성신여대입구,1.1561008846866347
228,포항,4.3,종로구, 서울특별시 종로구 종로 309-3,다국적음식, 만원 미만,6 일 전,맛있다,10.0,9.0,1.0,0.0,3.87,37.5710709,127.0038782,동대문역사문화공원,0.7205355717148886
229,델리노쉬,4.3,종로구, 서울특별시 종로구 자하문로 35-6 1F,양식, 만원 미만,2022-07-24,맛있다,11.0,10.0,1.0,0.0,3.909090909090909,37.5775184,126.9719963,서울역,1.188875067652318
230,고트델리,4.3,종로구, 서울특별시 종로구 필운대로5가길 13 1F,양식, 만원 미만,2022-07-24,맛있다,17.0,16.0,1.0,0.0,4.047058823529412,37.5805617,126.966932,서울역,1.7080381745760334
231,톤티커피,4.3,종로구, 서울특별시 종로구 북촌로 6-8,카페/디저트, 만원 미만,2022-06-27,맛있다,15.0,14.0,1.0,0.0,4.013333333333333,37.58719,126.98236,종로3가,2.0194252746398758
232,김진목삼,4.3,종로구, 서울특별시 종로구 자하문로1가길 9,한식, 만원-2만원,2022-05-16,맛있다,20.0,17.0,3.0,0.0,3.655,37.5771704,126.971942,서울역,1.1564579708390765
233,동묘마케트,4.3,종로구, 서울특별시 종로구 종로54길 17-10 1F,주점, 2만원-3만원,4 일 전,맛있다,8.0,7.0,1.0,0.0,3.7625,37.5710602,127.0140897,동묘앞,0.3344079775582002
234,금옥당,4.3,종로구, 서울특별시 종로구 인사동길 49,카페/디저트, 만원 미만,2022-06-29,맛있다,11.0,11.0,0.0,0.0,4.3,37.5744391,126.9837145,종로3가,0.7858124879437403
235,병천유황오리,4.3,종로구, 서울특별시 종로구 삼봉로 68 신영빌딩,한식, 만원-2만원,2022-07-10,맛있다,22.0,18.0,4.0,0.0,3.5181818181818176,37.572662949999994,126.97854131459195,서울역,0.5296042275154067
236,버터풀앤크리멀러스 쁘띠,4.3,종로구, 서울특별시 종로구 종로3길 17 D타워 103호,카페/디저트, 만원 미만,2022-05-06,맛있다,10.0,9.0,1.0,0.0,3.87,37.57111615,126.9789131710913,서울역,0.36507112343081094
237,발효카페 큔,4.3,종로구, 서울특별시 종로구 자하문로26길 17-2,카페/디저트, 만원 미만,2022-08-01,맛있다,9.0,8.0,1.0,0.0,3.822222222222222,37.5845891,126.9718871,서울역,1.928578707881865
238,남대문막내횟집,4.3,종로구, 서울특별시 종로구 우정국로 4-1,기타, 만원-2만원,2022-04-11,맛있다,8.0,8.0,0.0,0.0,4.3,37.5710358,126.9829186,서울역,0.5583063825204112
239,홍어랑민어랑,4.3,종로구, 서울특별시 종로구 삼일대로28길 7,기타, 만원-2만원,2022-06-22,맛있다,4.0,4.0,0.0,0.0,4.3,37.5741513,126.989053,종로3가,0.45421193919813446
240,대하식당,4.3,종로구, 서울특별시 종로구 자하문로7길 27,한식, 만원-2만원,2022-02-09,맛있다,8.0,8.0,0.0,0.0,4.3,37.5793043,126.9699922,서울역,1.446744265965097
241,호남집,4.3,종로구, 서울특별시 종로구 종로40가길 5,한식, 만원 미만,2022-04-01,맛있다,6.0,6.0,0.0,0.0,4.3,37.5702525,127.0060622,동대문역사문화공원,0.5475946811184391
242,전라도횟집,4.3,종로구, 서울특별시 종로구 창경궁로 88,기타, 2만원-3만원,2022-06-14,맛있다,7.0,6.0,1.0,0.0,3.6857142857142855,37.568963,126.997927,을지로4가,0.26097960120197944
243,옐로베리,4.3,종로구, 서울특별시 종로구 우정국로2길 40,한식, 만원 미만,2022-06-02,맛있다,4.0,4.0,0.0,0.0,4.3,37.5695162,126.9844513,동대문,0.5002023520765001
244,오설록,4.2,종로구, 서울특별시 종로구 북촌로 45,카페/디저트, 만원 미만,3 일 전,괜찮다,18.0,16.0,2.0,0.0,3.733333333333333,37.58719,126.98236,종로3가,2.0194252746398758
245,퀴진라끌레,4.2,종로구, 서울특별시 종로구 자하문로7길 36,다국적음식, 2만원-3만원,2022-06-08,맛있다,19.0,16.0,3.0,0.0,3.5368421052631582,37.5793043,126.9699922,서울역,1.446744265965097
246,세루리안,4.2,종로구, 서울특별시 종로구 인사동12길 17,카페/디저트, 만원 미만,2022-05-23,맛있다,23.0,20.0,3.0,0.0,3.652173913043478,37.5744117,126.9847415,종로3가,0.7117802649648663
247,커피브론즈,4.2,종로구, 서울특별시 종로구 율곡로5길 20,카페/디저트, 만원 미만,2022-04-23,맛있다,12.0,10.0,2.0,0.0,3.5,37.5769935,126.9848084,종로3가,0.9168128857793247
248,세이지핀치,4.2,종로구, 서울특별시 종로구 필운대로1길 8 1F,카페/디저트, 만원 미만,2022-06-18,맛있다,10.0,9.0,1.0,0.0,3.78,37.5777542,126.9681088,서울역,1.3952934950119729
249,고메식당,4.2,종로구, 서울특별시 종로구 종로10길 14,한식, 만원-2만원,2022-07-10,맛있다,6.0,5.0,1.0,0.0,3.5,37.5697892,126.9844498,동대문,0.5205842958324567
