,식당명,별점,구,주소,음식종류,가격대,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수
3729,유야케도쿄,4.0,서대문구, 서울특별시 서대문구 이화여대3길 28,일식, 만원 미만,2020-10-23,괜찮다,39,27.0,11.0,1.0
3731,스웨이커피스테이션,4.0,서대문구, 서울특별시 서대문구 연희로11길 61,카페/디저트, 만원 미만,2022-06-11,맛있다,24,19.0,4.0,1.0
3733,라이프커피컴퍼니,4.0,서대문구, 서울특별시 서대문구 이화여대7길 14 1F,카페/디저트, 만원 미만,2022-05-01,맛있다,28,22.0,5.0,1.0
3737,돈불1971,4.0,서대문구, 서울특별시 서대문구 연세로5다길 36,한식, 만원-2만원,2022-05-28,맛있다,24,18.0,5.0,1.0
3739,통통돼지,4.0,서대문구, 서울특별시 서대문구 연세로4길 19,한식, 만원-2만원,2021-09-18,맛있다,49,38.0,9.0,2.0
3741,녹스 진토닉바,4.0,서대문구, 서울특별시 서대문구 연세로9길 29 진토닉 간판 2F,주점, 만원-2만원,2021-01-26,괜찮다,27,22.0,4.0,1.0
3742,유자유김치떡볶이,4.0,서대문구, 서울특별시 서대문구 연세로11길 22,한식, 만원 미만,2022-07-25,맛있다,22,12.0,9.0,1.0
3743,홍대삭,4.0,서대문구, 서울특별시 서대문구 연희로 89,한식, 만원 미만,2022-06-03,맛있다,38,25.0,12.0,1.0
3746,파티오,4.0,서대문구, 서울특별시 서대문구 연세로5다길 28,카페/디저트, 만원 미만,2021-11-16,맛있다,20,15.0,5.0,0.0
3800,카와카츠,4.8,마포구, 서울특별시 마포구 양화로 78-7 1F,일식, 만원-2만원,2022-08-10,맛있다,62,57.0,5.0,0.0
3801,야키토리나루토,4.8,마포구, 서울특별시 마포구 독막로9길 26,일식, 만원-2만원,4 일 전,맛있다,22,22.0,0.0,0.0
3802,파델라,4.8,마포구, 서울특별시 마포구 연남로1길 11 1F,양식, 만원-2만원,2022-08-08,괜찮다,54,47.0,7.0,0.0
3803,카와카츠,4.7,마포구, 서울특별시 마포구 동교로 126 1F 102호,일식, 만원-2만원,2 일 전,맛있다,182,156.0,18.0,8.0
3804,쉐시몽,4.7,마포구, 서울특별시 마포구 월드컵로10길 48 동궁빌딩 1F,다국적음식, 4만원 이상,2022-06-11,맛있다,43,42.0,0.0,1.0
3806,라바즈,4.7,마포구, 서울특별시 마포구 월드컵로13길 19-23 2F,카페/디저트, 만원 미만,5 일 전,맛있다,30,29.0,1.0,0.0
3808,진만두,4.6,마포구, 서울특별시 마포구 와우산로29길 4-42,중식, 만원 미만,2022-08-04,괜찮다,267,229.0,27.0,11.0
3809,당도,4.6,마포구, 서울특별시 마포구 포은로 106,카페/디저트, 만원 미만,2022-07-29,맛있다,250,228.0,19.0,3.0
3810,야키토리묵,4.6,마포구, 서울특별시 마포구 성미산로 165-1 1F,주점, 3만원-4만원,2022-01-31,맛있다,43,34.0,7.0,2.0
3811,토파,4.6,마포구, 서울특별시 마포구 토정로3길 5 1F,양식, 2만원-3만원,2022-07-27,맛있다,76,55.0,18.0,3.0
3812,이치류,4.6,마포구, 서울특별시 마포구 잔다리로3안길 44,양식, 2만원-3만원,2022-07-10,맛있다,120,99.0,15.0,6.0
3813,엘리스리틀이태리,4.6,마포구, 서울특별시 마포구 백범로 152 201동 1F,양식, 만원-2만원,2022-07-10,맛있다,52,42.0,6.0,4.0
3814,카카오다다,4.6,마포구, 서울특별시 마포구 희우정로10길 15,카페/디저트, 만원 미만,2022-07-16,맛있다,57,50.0,7.0,0.0
3815,파이리퍼블릭,4.6,마포구, 서울특별시 마포구 양화로23길 10-10 B1,다국적음식, 만원-2만원,2022-04-26,맛있다,43,38.0,4.0,1.0
3816,우주옥,4.6,마포구, 서울특별시 마포구 동교로50길 11 B02호,한식, 만원-2만원,2022-08-06,맛있다,31,26.0,4.0,1.0
3817,오츠에스프레소,4.6,마포구, 서울특별시 마포구 독막로14길 32,카페/디저트, 만원 미만,2022-07-26,괜찮다,43,40.0,3.0,0.0
3818,제스티살룬,4.6,마포구, 서울특별시 마포구 연희로 31 연남빌딩 B1,양식, 만원 미만,2022-07-29,맛있다,45,39.0,6.0,0.0
3820,젤라떼리아 에따,4.6,마포구, 서울특별시 마포구 월드컵북로4길 44 1F,카페/디저트, 만원 미만,2022-07-27,맛있다,28,27.0,1.0,0.0
3822,오레노라멘,4.5,마포구, 서울특별시 마포구 독막로6길 14,일식, 만원 미만,6 일 전,괜찮다,519,439.0,61.0,19.0
3823,카밀로라자네리아,4.5,마포구, 서울특별시 마포구 동교로12길 41,양식, 만원-2만원,2022-07-28,맛있다,240,182.0,41.0,17.0
3824,산울림1992,4.5,마포구, 서울특별시 마포구 서강로9길 60,주점, 만원-2만원,2022-06-24,맛있다,191,163.0,21.0,7.0
